time stamp,anger,contempt,disgust,fear,joy,sadness,surprise,sentimentality,confusion,neutral,engagement,valence,attention,inner brow raise,brow raise,brow furrow,eye widen,cheek raise,lid tighten,nose wrinkle,upper lip raise,dimpler,lip corner depressor,chin raise,lip pucker,lip stretch,lip press,mouth open,jaw drop,lip suck,eye closure,smile,smirk,blink,blink rate,pitch,yaw,roll
1705297501.0000,0.0776,0.0705,0.0209,0.0318,0.0693,0.1355,0.0584,0.0521,0.2659,0.5307,0.4084,-0.2674,0.6851,0.0512,0.1537,0.2749,0.0513,0.0079,0.0514,0.0269,0.1707,0.1140,0.0629,0.0701,0.1458,0.1123,0.1817,0.0228,0.1092,0.1132,0.1455,0.0207,0.0627,0.0000,13.35,-12.2744,13.7775,0.0822
1705297501.0667,0.0970,0.0645,0.0263,0.0292,0.0580,0.1299,0.0424,0.0514,0.2681,0.5400,0.4073,-0.1723,0.6301,0.0719,0.0503,0.1654,0.0591,0.0366,0.0406,0.0575,0.1021,0.1051,0.0565,0.1370,0.1421,0.0963,0.1433,0.0000,0.0631,0.0000,0.1108,0.1040,0.0858,0.0000,17.42,9.0138,10.2536,-1.3112
1705297501.1333,0.1017,0.0597,0.0357,0.0193,0.0643,0.1420,0.0258,0.0561,0.2641,0.5388,0.4466,-0.2123,0.7378,0.0283,0.0426,0.1744,0.0499,0.0829,0.1026,0.0640,0.1499,0.1047,0.1066,0.1384,0.1755,0.0842,0.1059,0.0000,0.2141,0.0329,0.1543,0.0608,0.1689,0.0000,18.69,0.2983,8.7121,-3.4076
1705297501.2000,0.0923,0.0623,0.0321,0.0181,0.0858,0.1404,0.0057,0.0522,0.2457,0.5592,0.4551,-0.2096,0.7485,0.0813,0.0296,0.1428,0.0000,0.0894,0.0439,0.0789,0.0240,0.1395,0.1292,0.0754,0.1371,0.1115,0.0972,0.0036,0.1246,0.0544,0.0960,0.0530,0.0217,0.0000,18.09,1.9023,-5.4590,-2.4919
1705297501.2667,0.0815,0.0489,0.0443,0.0194,0.1050,0.1235,0.0277,0.0617,0.2315,0.5539,0.4905,-0.2116,0.8090,0.1023,0.0445,0.1651,0.0432,0.0881,0.0142,0.0520,0.0003,0.0560,0.1270,0.0176,0.1304,0.1151,0.1539,0.0000,0.1225,0.0762,0.0713,0.0176,0.1008,0.0000,15.34,-0.0390,-6.6749,7.1960
1705297501.3333,0.0847,0.0647,0.0417,0.0222,0.1206,0.1327,0.0013,0.0792,0.2361,0.5301,0.4802,-0.2084,0.8226,0.1664,0.0000,0.2372,0.0000,0.0838,0.0533,0.0820,0.0459,0.0000,0.0672,0.0892,0.1774,0.1175,0.1706,0.0000,0.1555,0.1332,0.0811,0.0673,0.0680,0.0000,16.81,-0.4779,-2.7940,-0.8172
1705297501.4000,0.0927,0.0680,0.0359,0.0166,0.1401,0.1248,0.0213,0.0701,0.2538,0.5060,0.4424,-0.2290,0.8607,0.0811,0.0427,0.1939,0.0455,0.0702,0.0173,0.0105,0.1512,0.0233,0.0724,0.2126,0.1563,0.0881,0.1060,0.0495,0.0558,0.0595,0.1029,0.1652,0.0654,0.0000,15.96,11.0629,-13.6739,4.4685
1705297501.4667,0.0976,0.0806,0.0289,0.0207,0.1507,0.1249,0.0252,0.0868,0.2491,0.4814,0.4349,-0.2637,0.8162,0.1032,0.0221,0.3060,0.0416,0.1079,0.0754,0.0323,0.1035,0.0374,0.0653,0.0853,0.1126,0.1092,0.0801,0.0000,0.0636,0.0052,0.1568,0.0926,0.1571,0.0000,17.38,3.1766,2.3474,8.5562
1705297501.5333,0.0989,0.0703,0.0393,0.0328,0.1272,0.1339,0.0194,0.0746,0.2433,0.4961,0.4173,-0.2096,0.6954,0.0782,0.0715,0.1878,0.0581,0.0909,0.0619,0.0580,0.0710,0.1390,0.0908,0.1027,0.0174,0.1272,0.1763,0.0038,0.0954,0.1832,0.0069,0.0861,0.0762,0.0000,18.21,8.7491,7.3245,-2.5482
1705297501.6000,0.0987,0.0652,0.0445,0.0445,0.1541,0.1539,0.0136,0.0556,0.2537,0.4697,0.3647,-0.2566,0.6496,0.0902,0.0000,0.2079,0.0080,0.1012,0.0542,0.0422,0.1158,0.0456,0.1251,0.2082,0.1287,0.0567,0.0287,0.0085,0.1385,0.0902,0.1384,0.1180,0.1183,0.0000,9.76,-4.5405,1.5993,3.7101
1705297501.6667,0.1126,0.0647,0.0409,0.0518,0.1553,0.1254,0.0145,0.0591,0.2324,0.4860,0.2961,-0.1463,0.6939,0.0953,0.0222,0.2189,0.0000,0.0739,0.1203,0.0545,0.0526,0.1121,0.0530,0.0112,0.0207,0.1094,0.1101,0.0111,0.0237,0.0000,0.1560,0.1555,0.1144,0.0000,15.61,5.0310,7.3631,6.1863
1705297501.7333,0.1180,0.0632,0.0447,0.0563,0.1770,0.1254,0.0000,0.0673,0.2352,0.4678,0.3403,-0.1387,0.6821,0.1018,0.0000,0.1920,0.0026,0.1035,0.0179,0.0515,0.1209,0.0671,0.0992,0.1175,0.1600,0.1117,0.1450,0.0225,0.0679,0.0394,0.1210,0.0976,0.0789,0.0000,13.65,16.3134,-7.3743,-4.1441
1705297501.8000,0.1080,0.0629,0.0394,0.0570,0.1722,0.1294,0.0000,0.0539,0.2590,0.4709,0.2987,-0.1171,0.6063,0.1355,0.0000,0.2019,0.0700,0.0966,0.0564,0.0149,0.0987,0.0400,0.0556,0.1565,0.0680,0.0843,0.1486,0.0000,0.1233,0.0916,0.1334,0.1473,0.1164,0.0000,12.03,6.4089,-8.6822,0.5221
1705297501.8667,0.0997,0.0717,0.0506,0.0678,0.1594,0.1352,0.0000,0.0576,0.2271,0.4785,0.3202,-0.1861,0.6208,0.0379,0.0369,0.1233,0.0156,0.0492,0.0516,0.0716,0.1242,0.0613,0.1019,0.0368,0.1416,0.0759,0.1807,0.0000,0.0854,0.1108,0.0847,0.0786,0.1207,0.0000,15.05,16.1181,-10.3098,-3.1982
1705297501.9333,0.0831,0.0926,0.0576,0.0696,0.1426,0.1306,0.0128,0.0772,0.2366,0.4584,0.3395,-0.2722,0.5903,0.0844,0.0000,0.1424,0.0345,0.0845,0.0442,0.0194,0.1918,0.0292,0.1042,0.1140,0.1424,0.0748,0.0619,0.0281,0.0427,0.0855,0.1186,0.1099,0.1343,0.0000,13.05,3.9332,1.6372,0.9271
1705297502.0000,0.0700,0.0745,0.0581,0.0700,0.1339,0.1438,0.0089,0.0752,0.2449,0.4724,0.3638,-0.3151,0.6035,0.0694,0.0154,0.1747,0.0355,0.0658,0.0410,0.0426,0.0737,0.1788,0.0623,0.2054,0.1072,0.1576,0.1138,0.0000,0.0979,0.1197,0.0399,0.0493,0.0881,0.0000,11.87,12.0668,-3.3264,2.3267
1705297502.0667,0.0715,0.0747,0.0717,0.0725,0.1389,0.1334,0.0005,0.0684,0.2224,0.4876,0.3353,-0.2404,0.6525,0.0898,0.0216,0.0626,0.0334,0.0333,0.0497,0.1163,0.1343,0.1921,0.1427,0.0119,0.1583,0.0718,0.1924,0.0000,0.0943,0.1209,0.0947,0.0894,0.0901,0.0000,13.91,19.8373,3.9105,5.6720
1705297502.1333,0.0888,0.0883,0.0727,0.0604,0.1790,0.1180,0.0097,0.0777,0.2419,0.4381,0.2679,-0.2291,0.7444,0.0866,0.0877,0.1675,0.0549,0.1300,0.0140,0.0103,0.1019,0.1248,0.0863,0.1042,0.0409,0.0476,0.0523,0.0007,0.1361,0.1045,0.1016,0.0419,0.1320,0.0000,21.21,-2.7373,-3.5459,6.1592
1705297502.2000,0.0948,0.0870,0.0631,0.0693,0.1907,0.1039,0.0000,0.0628,0.2244,0.4624,0.3293,-0.1798,0.7020,0.0033,0.0000,0.1819,0.0305,0.1274,0.0357,0.0733,0.1027,0.1525,0.1158,0.1142,0.0775,0.1695,0.1256,0.0351,0.1597,0.0000,0.0729,0.1619,0.1820,0.0000,17.53,9.8149,-13.2596,3.2650
1705297502.2667,0.1089,0.0868,0.0648,0.0812,0.1945,0.0999,0.0000,0.0525,0.2439,0.4405,0.3371,-0.2321,0.7079,0.0957,0.0000,0.1775,0.0290,0.0768,0.0328,0.0286,0.1296,0.0776,0.0583,0.1157,0.1883,0.0000,0.0407,0.0210,0.1703,0.1759,0.0369,0.2190,0.0000,0.0000,15.83,5.5634,5.9015,0.6213
1705297502.3333,0.0933,0.0734,0.0666,0.0643,0.1918,0.1246,0.0229,0.0535,0.2216,0.4528,0.3584,-0.3206,0.7265,0.0666,0.0000,0.1902,0.0246,0.0820,0.0518,0.0375,0.1066,0.1526,0.0999,0.0940,0.0985,0.1486,0.0398,0.0000,0.0814,0.0629,0.1153,0.1830,0.1614,0.0000,14.58,7.3715,2.8890,3.5113
1705297502.4000,0.1137,0.0624,0.0499,0.0510,0.1638,0.1148,0.0148,0.0414,0.1994,0.5134,0.3256,-0.2822,0.7423,0.0940,0.0356,0.1811,0.0523,0.1689,0.0635,0.1021,0.1588,0.0689,0.1359,0.1370,0.0821,0.1693,0.1320,0.0000,0.1139,0.1711,0.0654,0.1061,0.0216,0.0000,14.78,23.3791,-0.6622,-0.6619
1705297502.4667,0.1049,0.0618,0.0454,0.0495,0.1339,0.0979,0.0000,0.0268,0.1955,0.5706,0.2635,-0.2724,0.8210,0.0338,0.0319,0.1642,0.0000,0.0647,0.0000,0.0348,0.0194,0.0504,0.0562,0.1031,0.0997,0.1363,0.1140,0.0000,0.0830,0.0346,0.0331,0.0814,0.1058,0.0000,12.18,15.6213,-6.7842,-0.4143
1705297502.5333,0.0927,0.0617,0.0349,0.0443,0.1036,0.1181,0.0000,0.0259,0.1860,0.5996,0.2597,-0.2608,0.7882,0.0645,0.0000,0.1240,0.0000,0.0768,0.0819,0.0365,0.1244,0.0625,0.0688,0.0388,0.1061,0.0270,0.1571,0.0293,0.2141,0.0826,0.1778,0.0267,0.1249,0.0000,12.45,-8.3609,-6.7365,13.5966
1705297502.6000,0.1005,0.0624,0.0240,0.0430,0.1029,0.1320,0.0091,0.0242,0.1803,0.5931,0.2956,-0.3088,0.7641,0.0670,0.0000,0.1538,0.0000,0.0805,0.0168,0.0778,0.0865,0.1108,0.0897,0.0776,0.1108,0.0562,0.0140,0.0000,0.0456,0.0213,0.0676,0.0816,0.0643,0.0000,15.75,-5.8946,-7.9675,-5.8902
1705297502.6667,0.1039,0.0637,0.0268,0.0382,0.0989,0.1086,0.0272,0.0271,0.2079,0.5786,0.2574,-0.3118,0.7666,0.0464,0.0000,0.0822,0.0438,0.0272,0.0460,0.0969,0.1514,0.1373,0.0422,0.0565,0.1306,0.1253,0.1651,0.0136,0.0985,0.1263,0.0447,0.0217,0.0285,0.0000,9.87,5.8054,-5.9774,5.6265
1705297502.7333,0.1001,0.0594,0.0350,0.0519,0.1002,0.1041,0.0364,0.0587,0.2029,0.5507,0.3479,-0.3376,0.7568,0.0306,0.0024,0.0925,0.0493,0.0762,0.0551,0.1032,0.1503,0.0358,0.1009,0.0979,0.0705,0.1645,0.1024,0.0496,0.0777,0.0544,0.0081,0.0326,0.1288,0.0000,13.69,13.5568,11.9673,-6.8491
1705297502.8000,0.0968,0.0685,0.0380,0.0494,0.0877,0.0923,0.0231,0.0410,0.2019,0.5808,0.3779,-0.3380,0.7802,0.0751,0.0015,0.1896,0.0203,0.0244,0.0480,0.0917,0.0625,0.1406,0.0325,0.0211,0.0970,0.1077,0.2005,0.0747,0.0957,0.0970,0.1140,0.1448,0.0993,0.0000,15.19,0.5594,8.5293,4.7306
1705297502.8667,0.1073,0.0710,0.0499,0.0462,0.1211,0.1050,0.0322,0.0454,0.2174,0.5227,0.3243,-0.1935,0.7689,0.0628,0.0142,0.1183,0.0213,0.0385,0.0618,0.0648,0.0335,0.0926,0.1024,0.0603,0.1401,0.1727,0.1529,0.0197,0.1120,0.2136,0.0875,0.0248,0.1676,0.0000,18.41,5.6864,-1.8406,4.8499
1705297502.9333,0.1070,0.0426,0.0458,0.0434,0.1183,0.1127,0.0560,0.0433,0.2231,0.5247,0.2943,-0.1538,0.7601,0.1257,0.0930,0.1325,0.0214,0.0647,0.0000,0.0632,0.1164,0.0477,0.0042,0.0642,0.1368,0.0805,0.0000,0.0000,0.1960,0.1355,0.1682,0.0000,0.1431,0.0000,18.80,0.4272,12.3048,-2.6240
1705297503.0000,0.1101,0.0439,0.0488,0.0399,0.1103,0.0904,0.0528,0.0322,0.1853,0.5718,0.3191,-0.1485,0.8267,0.1060,0.0190,0.2036,0.0346,0.0831,0.0580,0.0761,0.1459,0.1284,0.0349,0.0591,0.1888,0.1266,0.0621,0.0020,0.0748,0.1325,0.1376,0.0250,0.0854,0.0000,16.09,-1.9409,12.1156,1.1732
1705297503.0667,0.0888,0.0516,0.0443,0.0321,0.1151,0.1023,0.0425,0.0474,0.1774,0.5791,0.2960,-0.1174,0.8748,0.0000,0.0385,0.1523,0.0100,0.0797,0.0330,0.0616,0.1373,0.0810,0.0386,0.1057,0.0773,0.1892,0.1043,0.0090,0.1799,0.0547,0.1869,0.0891,0.0033,0.0000,16.80,8.7308,-7.0513,2.3158
1705297503.1333,0.0924,0.0502,0.0431,0.0403,0.1122,0.1068,0.0413,0.0450,0.2005,0.5610,0.2789,-0.0632,0.8466,0.0296,0.0637,0.1343,0.0512,0.0875,0.0525,0.0595,0.1057,0.1872,0.0187,0.1557,0.0751,0.1096,0.0529,0.0000,0.0445,0.1058,0.0394,0.0625,0.0295,0.0000,12.59,14.6693,2.0247,-5.5299
1705297503.2000,0.1042,0.0596,0.0417,0.0230,0.1193,0.0804,0.0513,0.0540,0.2128,0.5522,0.3145,-0.0726,0.7971,0.0531,0.0586,0.1672,0.0056,0.0216,0.0715,0.0771,0.1511,0.0931,0.0144,0.0914,0.1334,0.0063,0.1181,0.0998,0.0115,0.1063,0.0920,0.1137,0.0203,0.0000,15.90,4.5763,2.2655,2.4257
1705297503.2667,0.0982,0.0714,0.0479,0.0399,0.1185,0.0790,0.0428,0.0587,0.2027,0.5445,0.2577,-0.1329,0.7788,0.0871,0.0000,0.1626,0.0458,0.0524,0.0552,0.0787,0.1419,0.0176,0.0908,0.0756,0.0874,0.1321,0.0738,0.0330,0.1437,0.1890,0.0531,0.1320,0.1320,0.0000,18.17,17.5545,-11.8862,-3.3355
1705297503.3333,0.0952,0.0743,0.0482,0.0307,0.1415,0.0788,0.0618,0.0557,0.1961,0.5306,0.3221,-0.0310,0.7784,0.0638,0.0737,0.1685,0.0360,0.0496,0.0479,0.0639,0.1517,0.0000,0.0718,0.0360,0.0029,0.0881,0.1449,0.0102,0.0989,0.1140,0.0000,0.1591,0.1005,0.0000,13.59,12.6359,-18.1655,1.8598
1705297503.4000,0.0830,0.0740,0.0564,0.0382,0.1357,0.0983,0.0563,0.0607,0.1958,0.5209,0.3149,-0.0641,0.7943,0.1400,0.0338,0.1429,0.0116,0.0571,0.0064,0.0493,0.1644,0.2028,0.1009,0.0896,0.1221,0.0307,0.0918,0.0401,0.0949,0.1293,0.0551,0.0346,0.1059,0.0000,16.72,4.3205,-7.5263,8.1851
1705297503.4667,0.0742,0.0684,0.0529,0.0307,0.1444,0.0989,0.0567,0.0725,0.2064,0.5170,0.3248,-0.1416,0.7990,0.0846,0.0302,0.2005,0.0000,0.1052,0.0000,0.0210,0.1927,0.0870,0.0891,0.1755,0.0625,0.1770,0.1090,0.0704,0.1300,0.1198,0.0683,0.1431,0.1140,1.0000,17.63,14.3556,10.5092,-4.0147
1705297503.5333,0.0895,0.0699,0.0494,0.0244,0.1595,0.0976,0.0441,0.0529,0.2022,0.5263,0.3219,-0.2928,0.8492,0.1054,0.0634,0.1589,0.0466,0.0911,0.0323,0.0468,0.0682,0.1282,0.0738,0.0877,0.1273,0.1342,0.0757,0.0000,0.0250,0.1705,0.0653,0.0795,0.1332,0.0000,13.38,-8.3568,8.2144,-0.0280
1705297503.6000,0.0840,0.0601,0.0518,0.0353,0.1572,0.0996,0.0771,0.0446,0.2115,0.5073,0.3189,-0.2805,0.8676,0.0525,0.0680,0.1389,0.0062,0.0420,0.0296,0.0732,0.0481,0.1585,0.0254,0.1234,0.0733,0.0310,0.1781,0.0421,0.1422,0.0547,0.1563,0.2408,0.0834,0.0000,10.03,19.0297,-7.8794,-0.2880
1705297503.6667,0.0788,0.0620,0.0576,0.0390,0.1635,0.1059,0.0474,0.0522,0.2126,0.5086,0.2929,-0.1959,0.8514,0.0653,0.0009,0.1458,0.0560,0.1000,0.0140,0.0407,0.0866,0.1068,0.0745,0.1249,0.1539,0.1006,0.1349,0.0588,0.1202,0.1463,0.0000,0.2427,0.1594,0.0000,12.30,-6.4226,-0.5320,-7.1929
1705297503.7333,0.0865,0.0569,0.0410,0.0439,0.1534,0.1007,0.0497,0.0319,0.2184,0.5306,0.2539,-0.1797,0.8087,0.0926,0.0355,0.1427,0.0307,0.0692,0.0315,0.0621,0.1082,0.0642,0.0860,0.0823,0.0863,0.1328,0.1677,0.0464,0.2336,0.1364,0.1584,0.0947,0.0390,0.0000,11.51,-6.1645,-1.2411,-3.2321
1705297503.8000,0.0813,0.0698,0.0245,0.0397,0.1615,0.0966,0.0259,0.0372,0.2434,0.5321,0.3390,-0.1587,0.8098,0.0278,0.0587,0.1927,0.0298,0.0578,0.0360,0.0457,0.0432,0.0713,0.0108,0.0177,0.0005,0.0712,0.1076,0.0251,0.0621,0.0709,0.1781,0.1466,0.1108,0.0000,12.10,7.1253,-4.9181,-0.8524
1705297503.8667,0.0785,0.0623,0.0302,0.0435,0.1496,0.0931,0.0285,0.0574,0.2416,0.5291,0.3537,-0.1540,0.7327,0.1340,0.0236,0.1300,0.0636,0.1011,0.0000,0.0965,0.0436,0.0557,0.0553,0.1457,0.1421,0.0787,0.0328,0.0000,0.1354,0.0363,0.0686,0.1162,0.2374,0.0000,18.40,-0.1821,9.7636,7.2364
1705297503.9333,0.0635,0.0580,0.0420,0.0402,0.1660,0.1106,0.0224,0.0661,0.2456,0.5114,0.2846,-0.1844,0.7269,0.0746,0.0000,0.1383,0.0000,0.0811,0.0650,0.0633,0.0785,0.1398,0.0887,0.1049,0.1106,0.0704,0.1015,0.0651,0.1335,0.0935,0.0000,0.1192,0.0580,0.0000,21.60,-8.4906,14.6740,-10.7165
1705297504.0000,0.0534,0.0511,0.0354,0.0544,0.1352,0.1083,0.0356,0.0758,0.2572,0.5161,0.3046,-0.2483,0.7266,0.0674,0.0792,0.1948,0.0350,0.0499,0.0199,0.0379,0.1974,0.0123,0.0492,0.1182,0.0654,0.1777,0.1413,0.0306,0.0441,0.1646,0.1025,0.0556,0.1122,0.0000,15.43,11.9519,4.1564,-6.1705
1705297504.0667,0.0579,0.0552,0.0386,0.0575,0.1321,0.1100,0.0621,0.0798,0.2485,0.4949,0.2645,-0.2941,0.7045,0.1382,0.0253,0.1189,0.0626,0.0619,0.0000,0.0642,0.0473,0.1518,0.0847,0.0129,0.0767,0.0549,0.1030,0.0084,0.1152,0.0630,0.0970,0.0729,0.1391,0.0000,14.73,9.2095,-8.4739,11.1532
1705297504.1333,0.0678,0.0615,0.0495,0.0407,0.1423,0.1293,0.1079,0.0778,0.2453,0.4468,0.2579,-0.2634,0.7016,0.0879,0.1130,0.1718,0.0586,0.0799,0.0000,0.1213,0.1201,0.1190,0.0000,0.0877,0.1304,0.0797,0.1126,0.0547,0.1216,0.0676,0.0427,0.1242,0.1876,0.0000,16.19,6.0766,-16.1427,2.0144
1705297504.2000,0.0626,0.0538,0.0525,0.0452,0.1086,0.1290,0.0853,0.0766,0.2295,0.4942,0.3100,-0.3643,0.6604,0.0878,0.0322,0.1424,0.0348,0.0518,0.0529,0.0448,0.0287,0.1453,0.0372,0.0470,0.0905,0.0223,0.1132,0.0170,0.0852,0.0422,0.0446,0.0970,0.1028,0.0000,13.50,8.3632,-9.9723,5.8538
1705297504.2667,0.0676,0.0634,0.0548,0.0460,0.1256,0.1339,0.0952,0.0733,0.2029,0.4824,0.3799,-0.2994,0.7330,0.1017,0.1143,0.1352,0.0678,0.0488,0.0548,0.0162,0.1804,0.2002,0.0652,0.0848,0.0256,0.1097,0.1789,0.0571,0.0771,0.1177,0.1024,0.1471,0.2023,0.0000,18.49,9.3417,26.1671,-1.3255
1705297504.3333,0.0745,0.0751,0.0508,0.0455,0.1307,0.1503,0.0764,0.0653,0.2000,0.4789,0.3691,-0.2743,0.6928,0.1150,0.1012,0.0556,0.0725,0.0696,0.0592,0.0110,0.1525,0.2146,0.0467,0.1546,0.1592,0.0946,0.1375,0.0049,0.1366,0.1141,0.1162,0.0958,0.1336,0.0000,15.59,4.9784,1.5893,-3.9307
1705297504.4000,0.0742,0.0699,0.0540,0.0416,0.1637,0.1444,0.1168,0.0598,0.2000,0.4453,0.3489,-0.3063,0.6462,0.1551,0.0866,0.2070,0.0936,0.0593,0.0065,0.0233,0.1419,0.1874,0.0958,0.0489,0.1602,0.1504,0.0742,0.0419,0.0535,0.1760,0.0599,0.1885,0.1480,0.0000,15.85,9.9804,-11.0024,8.9378
1705297504.4667,0.0751,0.0762,0.0514,0.0515,0.1309,0.1277,0.1171,0.0278,0.2067,0.4813,0.3453,-0.2251,0.6518,0.0879,0.1386,0.1547,0.0586,0.0910,0.0725,0.0321,0.1016,0.1395,0.0448,0.1664,0.1040,0.1392,0.0839,0.0102,0.0602,0.1073,0.0746,0.1168,0.0736,0.0000,13.39,-8.2826,6.3338,-11.7431
