time stamp,face id,anger,contempt,disgust,fear,joy,sadness,surprise,sentimentality,confusion,neutral,engagement,valence,attention,inner brow raise,brow raise,brow furrow,eye widen,cheek raise,lid tighten,nose wrinkle,upper lip raise,dimpler,lip corner depressor,chin raise,lip pucker,lip stretch,lip press,mouth open,jaw drop,lip suck,eye closure,smile,smirk,blink,blink rate,pitch,yaw,roll,brightness,interocular distance,topleft_x,topleft_y,bottomright_x,bottomright_y,outer_right_eye_X,outer_right_eye_Y,outer_left_eye_X,outer_left_eye_Y,nose_top_X,nose_top_Y,chin_top_X,chin_top_Y
1.711,0,1.48,0.97,0.13,2.00,1.41,0.38,0.15,1.98,1.57,95.40,50.81,-3.49,87.49,0,2.1304602255346254,0.7225561464484782,4.692473008381203,7.757737588034943,9.346821438986808,0.8320342038292439,3.4293053359910846,3.7452066608238965,4.780162570811808,4.034644529689103,1.9820527790579945,3.6993941199034452,3.9981952257826925,12.289547120984643,0,1.2640733090229332,1.9047797345556319,6.919920267006383,0.18097348092123866,0,,-1.15,7.90,-1.12,83.70,122.52,898.87,138.06,1013.87,268.06,958.87,166.06,1035.87,166.06,993.87,194.06,998.87,263.06
1.994,0,2.04,0.16,1.38,1.38,1.57,0.18,2.17,2.09,0.78,94.81,49.51,-1.88,87.99,2.2479551845602694,5.212228005612269,0.6022222475009045,1.8199149651825435,7.957477817116305,37.94686633395031,4.732462824299001,2.670996941421181,2.480523249367252,2.185412134397775,5.315935495309532,4.065464520128444,1.344284682534635,3.185916887866333,8.301904143933207,2.426507762176916,1.9683566074818373,1.5268537178635597,8.148376712324097,0.030680131167173386,66.41324544558302,,-1.49,4.18,0.68,85.27,118.32,898.23,140.16,1013.23,270.16,958.23,168.16,1035.23,168.16,993.23,196.16,998.23,265.16
2.323,0,0.41,0.85,1.94,1.91,1.91,1.10,1.40,1.31,0.30,95.02,47.70,-5.53,90.03,2.7332460349984466,3.4213400015141815,1.7658486024662854,4.296391504574567,9.30840222062543,43.9504690063186,6.6174744290066885,2.180138014480472,6.138472698628902,0.933446270078421,0.06890530837699771,1.76814982178621,4.239055634010583,3.4985538466461,14.646840344462543,3.8335010324139147,4.5061625158414245,3.5651990859769285,8.408993015345185,0,1.6070001893676817,,0.60,9.04,2.58,83.30,119.04,898.37,141.28,1013.37,271.28,958.37,169.28,1035.37,169.28,993.37,197.28,998.37,266.28
2.524,0,1.40,1.67,2.04,0.39,1.97,0.46,0.27,0.41,1.67,92.97,45.77,-7.90,88.01,2.0330370658868926,1.116811524913646,1.4375452744821087,3.8966122575569897,7.778564016870223,33.66170801920816,1.4044293552404268,0.970744219571352,1.7721446589566767,2.1177745698578656,3.7668939689174294,0,5.232553913723677,3.9783448766823857,10.173413556776941,5.011171546014957,5.298507730476558,9.517305788118392,7.508308496815153,5.353351513389498,0,,-2.36,6.36,-1.76,85.01,121.98,899.19,138.68,1014.19,268.68,959.19,166.68,1036.19,166.68,994.19,194.68,999.19,263.68
2.816,0,0.55,0.19,1.19,0.67,0.74,0.27,0.19,2.10,2.02,93.43,41.11,-1.84,88.59,3.3965379162831235,2.6702619176125153,2.644209528956562,3.091679234756157,5.534602555963211,25.618893734179437,6.365104496781714,3.2819166720472275,2.597779340110719,3.5708601207472386,5.5304527846165,7.177086550742388,1.580760721117258,0.4836740674823523,13.63227863235399,0,1.0810300819575787,0,4.27724618118722,5.777390234172344,0,,-1.87,6.78,2.33,84.87,117.69,900.51,141.37,1015.51,271.37,960.51,169.37,1037.51,169.37,995.51,197.37,1000.51,266.37
3.144,0,1.30,1.74,1.70,1.60,1.51,0.16,1.93,1.83,2.12,93.97,43.38,-4.74,90.45,1.4242179737426341,3.223732750630006,5.098221034067683,5.894200138170272,5.760960343237967,40.41637457534671,4.060176105191931,4.506836805269122,3.330447629094124,3.9511264874972403,3.2221013330854475,3.835723884869367,1.692927713971585,3.093106150450185,7.78674687370658,2.079230724973604,1.742010221350938,5.905537390615791,3.555000624414533,1.4439012776128948,2.6872237084899098,,-5.30,9.31,1.85,86.29,117.91,900.15,141.62,1015.15,271.62,960.15,169.62,1037.15,169.62,995.15,197.62,1000.15,266.62
3.262,0,0.61,0.74,0.93,1.57,0.36,0.90,1.47,0.22,2.19,94.36,46.91,-5.34,91.39,3.8334470927203075,0,3.261300475965254,4.018849904956296,6.156938746562227,36.3905278891325,0.7456699132919313,4.920137199703603,5.976297882152721,0,4.894039526581764,6.6249286632519215,0.6796925878152251,4.317752513019368,9.884009959138929,3.67063350239303,3.3669455386698246,2.877541766036302,6.068486689245328,4.979853253811598,1.5511781468521804,,-2.80,5.08,-1.41,83.56,118.79,901.03,140.19,1016.03,270.19,961.03,168.19,1038.03,168.19,996.03,196.19,1001.03,265.19
3.419,0,1.32,0.58,1.32,1.41,1.64,1.59,0.19,0.55,1.38,95.80,45.26,-3.21,87.13,2.171169014312327,2.74696237440221,5.390954093504697,5.661465540993959,5.274986876854673,22.855177209712565,2.0114973501069473,4.216271417625249,0.8313402889762074,1.2682082944549622,6.756409377325326,0,5.316687544807792,0,12.437349451594056,3.713104117112234,1.0294822826981544,0.9589444496668875,5.370177431972698,3.8419317952357233,4.697828809730709,,-0.99,6.49,-1.34,83.71,117.34,898.77,138.25,1013.77,268.25,958.77,166.25,1035.77,166.25,993.77,194.25,998.77,263.25
3.606,0,0.96,1.54,1.06,1.72,1.25,2.05,0.29,0.10,0.72,93.20,48.21,-1.38,87.34,0.3479110230645164,0,0,1.879439369561151,3.0401530849980194,28.13009837595746,4.847163969487883,0.2753517300449313,5.20429563918151,1.2619243443943562,1.658044352196157,1.1758251904975623,1.866469387896359,0.2352978440746667,9.570257437136025,2.774345951410942,2.474402811843902,6.903813637327403,4.694875374040566,0.05053612822666764,4.6131625135894865,,-0.78,4.94,0.81,85.14,117.84,901.38,141.53,1016.38,271.53,961.38,169.53,1038.38,169.53,996.38,197.53,1001.38,266.53
3.717,0,2.05,1.75,0.35,0.38,1.75,1.97,0.09,1.71,0.10,94.94,54.38,-7.67,95.04,0,0,1.6075581109849737,1.3804761966597288,5.806340991044417,28.19306328613311,3.3614983561914413,0.6008660842478277,4.225361837306991,4.506783112660051,3.037614251486957,1.2462046789005399,6.9299671137705445,0.969090726142749,14.058677401859313,4.954184985603206,0.18900622567161918,5.256890221498907,4.011013098647818,0,0,,-3.67,9.37,-1.76,84.86,122.96,900.26,140.10,1015.26,270.10,960.26,168.10,1037.26,168.10,995.26,196.10,1000.26,265.10
3.964,0,1.87,1.60,1.29,0.78,2.13,0.05,0.20,2.09,2.05,94.65,43.31,-2.55,90.58,5.304817419303581,4.170826509408653,3.0261786592844873,3.985917090885341,8.054787000119687,49.72569471877068,1.3623676796443762,3.2778509873338044,1.315843203337863,0.7307191369682551,4.625764155294746,3.0423846528865397,4.255099933594465,3.459275925438851,8.393927127718925,2.1497897091135383,3.3068444966338575,3.069345263764262,3.956504399217666,5.06079221284017,4.737126464489847,,-2.61,2.67,-1.69,85.78,122.34,899.84,140.63,1014.84,270.63,959.84,168.63,1036.84,168.63,994.84,196.63,999.84,265.63
4.198,0,1.09,0.87,0.39,1.87,1.64,1.28,0.84,0.54,0.08,94.05,45.70,-3.66,92.11,4.021816599653103,0.6037446030648423,1.0274087983369826,1.6122104643378403,4.759947210312821,37.02894784277305,5.8552683980437,1.1799729840643702,3.1872154271695763,0,2.241272227372974,3.42794764530845,0,1.0907584271766244,6.348103861473501,1.7578577324701472,1.5480021159164608,4.032577753998339,7.181601035702043,0.9281189665198326,0,,-3.91,1.78,-2.27,85.12,118.62,898.37,140.80,1013.37,270.80,958.37,168.80,1035.37,168.80,993.37,196.80,998.37,265.80
4.473,0,0.13,0.93,1.61,1.46,2.05,1.62,0.93,0.82,0.55,95.01,48.50,-5.20,91.28,4.489061624715104,4.429386731842532,0.6976010319404304,3.4098303075507284,6.754962212042884,33.78456300729886,1.6894026920665057,1.2070418614335359,6.914979346562177,0.7794899263419213,2.209546208381653,3.1036941800266504,5.594655180349946,0,11.936462470814586,1.9127403021696954,3.3406084389425814,1.0556825120002031,7.005587724568322,5.568513004807755,0,,-6.97,4.35,-1.87,85.85,122.19,899.86,140.21,1014.86,270.21,959.86,168.21,1036.86,168.21,994.86,196.21,999.86,265.21
4.694,0,1.96,1.35,1.85,2.18,0.88,0.77,1.99,1.42,1.25,93.71,53.98,-4.72,92.94,0.3714992523100227,1.7724695857614279,4.087159802489914,2.5935775372013454,6.786173356408253,47.391840658616275,6.673416419466958,0.876269073728472,4.094675579108298,1.781444145385176,2.598766121082008,0,5.37870264519006,4.06236047600396,11.476770788058639,5.09314468242228,4.608110070694238,0,2.8713245811220256,1.513763838680461,1.1564019215293229,,-5.56,4.39,-2.65,83.25,121.72,899.49,139.40,1014.49,269.40,959.49,167.40,1036.49,167.40,994.49,195.40,999.49,264.40
5.000,0,0.79,1.69,1.00,2.16,1.65,2.20,0.78,0.31,0.87,93.99,49.85,-5.72,92.91,0.9865546447597442,0.14339877385646105,5.150325297778473,4.777768816631287,7.193381415866315,32.83272960782051,1.7720187589991836,1.92728719484061,0,5.397375494707376,2.7462107758037746,2.4715301780961454,2.0297021605074406,4.147214641645551,9.890378206130118,3.237486561015248,0,5.677917566150427,7.822634673118592,4.395734869176522,0,,-5.34,6.59,-1.79,85.95,117.05,900.09,139.16,1015.09,269.16,960.09,167.16,1037.09,167.16,995.09,195.16,1000.09,264.16
5.247,0,1.60,1.49,0.36,0.36,2.06,0.17,0.81,0.67,1.36,94.41,52.16,-5.30,90.39,5.345409884480759,3.3279863390140236,4.736106978426688,2.0163449372351168,8.495975732947699,41.53443193482235,0.7224715048214421,0.23716089176014066,0.9115097406320274,1.8865305721014738,0,1.6901152934879065,7.002943803090602,2.2510157959442587,9.047798063810916,1.5675247582048177,3.5164872193709016,5.559332613367587,9.238838873789646,0.5665057229343802,3.035346153192222,,-4.52,6.47,0.80,85.45,119.90,898.93,140.66,1013.93,270.66,958.93,168.66,1035.93,168.66,993.93,196.66,998.93,265.66
5.384,0,0.11,1.22,0.31,0.54,0.94,0.89,2.03,0.41,2.07,94.30,54.03,-4.45,96.12,3.8208529345365245,2.48804859847296,4.609961575865746,2.547014245064929,8.014395334357395,25.966164844110608,3.0852455791085958,0.27504664909094556,0,4.409628814589232,3.9781034742482007,4.629853778984398,0,0,9.641933589205145,3.1769791916897523,1.2680038819089532,1.7833041874691844,6.382703110659495,0.47959234029985964,0,,-7.56,4.23,-2.85,84.09,117.87,901.19,140.54,1016.19,270.54,961.19,168.54,1038.19,168.54,996.19,196.54,1001.19,265.54
5.504,0,2.02,1.10,1.24,1.98,1.68,0.78,0.87,0.05,0.32,94.97,50.89,-1.90,89.93,2.1032982001081106,3.406906994059682,1.4736468713032078,1.5144449819438162,3.8855304485512896,23.53468425385654,5.736018431885168,1.3166516971215607,0,1.4332984461635352,3.165644120424986,0.6204120812471956,2.2775984164327383,0.0663141293730587,9.829362318944186,2.2150675288401542,0,3.360166182741523,8.143779966556467,2.7963986438699067,0,,-6.41,5.54,-3.95,86.96,122.55,901.39,140.37,1016.39,270.37,961.39,168.37,1038.39,168.37,996.39,196.37,1001.39,265.37
5.648,0,2.16,2.16,0.78,1.53,0.33,0.01,1.35,1.80,1.55,94.48,45.64,-1.29,95.28,3.4175497587537396,4.658793925237842,3.9042451970651753,4.8198827226366845,6.879617571178824,39.85550792189315,3.282381325471215,4.342582879569381,3.081100783776492,3.5783836724609137,1.0695591839030385,1.120452297385782,4.018133106641471,0,11.877044989112765,4.919116561072879,4.514454442542046,3.7168122278526425,4.8719702391885225,2.369117663009092,0,,-3.95,2.23,-1.41,83.96,117.02,898.11,138.03,1013.11,268.03,958.11,166.03,1035.11,166.03,993.11,194.03,998.11,263.03
5.792,0,0.58,1.34,1.83,0.99,1.17,0.77,2.07,0.74,0.23,93.96,50.41,-0.77,95.06,1.912928255465813,4.802397016319446,4.620900585115887,4.795426142578945,4.305343132913112,40.95855862693861,3.7583039524033666,3.8888390459120274,0,0,2.699976274743676,0,5.834968751762062,4.494236879656091,12.040698687545955,3.9007756077917293,5.750233898870647,8.02830101409927,8.478350985106081,5.5038978215307,1.588737849611789,,-6.93,2.86,0.41,86.99,122.99,900.93,139.93,1015.93,269.93,960.93,167.93,1037.93,167.93,995.93,195.93,1000.93,264.93
5.926,0,1.92,0.18,0.37,0.92,0.33,0.62,1.54,0.97,0.85,93.31,43.33,-2.30,88.53,4.035198173238896,1.7954195489408447,4.65723224864807,3.6473932680767027,7.6547800615383315,27.400091988034546,5.839363631326705,2.504092013463378,4.2847558674402535,3.536802150402218,1.160795520991087,5.667142193997279,0,0.22713895640335968,14.252055313680321,3.3171658787829803,0,6.818051614332944,5.318282493636944,3.138325242791325,2.4691205006092787,,-3.53,2.49,-4.37,85.45,117.06,899.64,138.52,1014.64,268.52,959.64,166.52,1036.64,166.52,994.64,194.52,999.64,263.52
6.021,0,0.26,1.94,0.98,1.40,1.38,1.12,0.16,1.54,2.08,95.42,45.45,-1.57,89.88,1.0201837884215639,2.089885941543616,2.556167726754211,0.27869407941587276,7.438567585968412,39.241299260407686,3.4428294805344195,1.1186798545718193,3.444452923722565,5.132573517840356,0,0,1.422825941350311,2.3460560817923395,8.129319038484246,1.3969726308202373,0,3.055429035797715,5.568791480115615,0,0,,-6.56,4.69,-4.11,85.06,118.63,898.38,141.45,1013.38,271.45,958.38,169.45,1035.38,169.45,993.38,197.45,998.38,266.45
6.200,0,0.78,0.92,0.18,1.40,0.86,1.10,1.84,1.43,2.04,93.00,50.89,-0.01,88.45,1.1158983364701274,2.414643908245489,1.7089237500960008,3.65711670735851,3.070346363950521,11.738677492365241,1.1687544715823606,0.9158194049261512,2.6684308499097824,2.3810474867746234,0.24210791336372495,5.291624079924077,4.714252470061183,1.7865730088483542,17.32588524462655,0.4192875037994237,2.7682169140316546,8.179238999728113,5.982960864137858,4.134121774928644,0,,-4.82,5.03,0.20,85.02,120.51,900.15,138.21,1015.15,268.21,960.15,166.21,1037.15,166.21,995.15,194.21,1000.15,263.21
6.529,0,0.97,1.05,1.54,1.10,2.04,0.05,2.12,2.04,0.70,93.55,46.62,-3.16,91.27,3.2520145751861853,3.36443052359391,5.443114700629376,1.0009754850249735,5.722706817109138,41.18197556817904,3.2623241492779926,0.4054591977223754,2.6737868022173643,4.374908864889294,1.7647966328077018,1.5096755030099303,0,0,13.481065482646226,0.2083786180941387,4.521117148920894,8.53712206427008,5.865005000717939,1.1947533239144832,0.3240987758617848,,-8.76,3.43,-3.74,83.63,121.19,900.32,139.85,1015.32,269.85,960.32,167.85,1037.32,167.85,995.32,195.85,1000.32,264.85
6.645,0,1.12,0.30,0.63,0.47,0.23,1.55,0.68,1.14,1.50,94.63,53.54,-5.41,88.65,3.623680199109949,4.859321228484623,0.47931374138221194,3.0878886042814706,2.2305406742962077,35.241572631988674,3.4783987906528635,3.5222917009703814,5.02128138160333,5.380613291207701,1.1690864637494087,6.4804515389259905,3.2709004590287805,0,16.530495717674494,2.419622896485962,0.4013991109095514,4.743113309144974,5.097454777802341,1.6087305641267449,2.6828140227589756,,-8.04,0.58,-2.88,83.64,118.50,898.89,141.61,1013.89,271.61,958.89,169.61,1035.89,169.61,993.89,197.61,998.89,266.61
6.970,0,1.39,0.48,1.21,1.76,1.61,2.06,1.45,2.06,1.98,94.85,50.86,-7.05,96.10,5.343926646094769,3.9338741368614136,4.417637335699983,3.3875494517013434,8.247297383993864,23.587488740682602,1.315802742750384,1.1369823608733713,4.272704051109031,5.484504578318447,4.212748935911804,4.942707383539528,5.087230196222663,0,11.85350864080712,2.9905464495159686,2.119531260803342,3.042648538015783,5.087438420318067,0.90609564143233,3.288648126879707,,-8.15,0.57,-3.40,86.87,121.10,901.42,140.89,1016.42,270.89,961.42,168.89,1038.42,168.89,996.42,196.89,1001.42,265.89
7.169,0,0.81,0.29,1.76,2.12,0.92,1.39,1.92,0.86,0.63,95.08,49.92,-1.11,94.61,2.660287929531187,3.975234317034483,5.382258696327917,3.356075789164752,3.319922505356371,28.78228608937934,3.342899027443491,0.6200473140366376,4.887917053187266,0,3.0516319130547345,5.206264391774312,6.004351967945695,2.3493309059273453,7.166474994942547,4.603012006767094,0.847829757258296,4.645297909621149,6.894329650122672,0,4.219028446124867,,-7.92,1.07,-5.14,83.78,121.95,898.21,140.75,1013.21,270.75,958.21,168.75,1035.21,168.75,993.21,196.75,998.21,265.75
7.378,0,1.77,2.12,0.61,0.39,1.67,2.05,0.09,0.38,1.75,93.19,45.21,-5.23,95.35,0,3.873634117981419,6.5586775100557135,5.1684833472222085,4.826736943605356,44.736837377306074,5.261444281041622,3.5232661953754723,4.133858046960086,4.358997098617255,3.605581332463771,0.7931597218848765,4.376271385699511,2.613488630177453,6.990330364070832,2.0004443648364396,4.896769728045911,6.573045568075031,7.56178468527738,2.050184511812404,0,,-4.09,-4.07,-5.17,84.00,117.32,899.11,138.73,1014.11,268.73,959.11,166.73,1036.11,166.73,994.11,194.73,999.11,263.73
7.637,0,0.60,1.87,1.01,0.20,2.08,1.88,1.62,1.63,0.82,92.94,54.52,-3.96,61.96,4.335525555973873,2.1423705734312533,2.166694788634777,3.122696124855429,4.602729335576296,15.007365414407104,5.988053828268312,3.1224573490396144,0,0.1940236879698931,2.738696375861764,1.4747229893691838,4.026221620850265,2.0501252334192395,9.610644584950059,1.5319309450872245,0,4.078916904516518,8.507107814699411,4.566447927383706,0,,-3.55,0.11,-0.62,86.60,121.34,901.36,139.05,1016.36,269.05,961.36,167.05,1038.36,167.05,996.36,195.05,1001.36,264.05
7.846,0,0.56,0.64,1.93,2.19,0.28,0.17,1.98,2.19,0.73,93.87,49.30,-3.58,90.14,1.3497609075624495,5.299439334310591,4.181555906846189,2.373086796589196,5.310194311165251,34.676946848630905,6.738678277074359,3.8106823729909958,2.5837965132668614,2.939166396856308,1.2037825682200491,2.5194848217070103,6.607002933975309,1.8002747924160212,9.846641828399152,3.3680934181436895,2.902812189888209,2.4722229270264506,6.527005793484859,3.3380306034814566,0.05685250670649111,,-6.72,-3.90,-2.76,84.49,118.20,901.15,141.94,1016.15,271.94,961.15,169.94,1038.15,169.94,996.15,197.94,1001.15,266.94
8.045,0,0.20,0.97,0.42,1.68,1.98,8.35,1.55,1.06,0.54,89.88,45.24,-8.51,88.73,0.8478290477534758,1.89697444641497,1.9574688383750618,2.9152393000107257,7.451257874313741,41.3884474565275,2.8352387484628707,0,2.714637376368046,7.5671194382725036,0,2.744688689010218,0,1.8110419543087484,9.548641470298172,0,0,2.9466606648638844,9.195387571789325,0,2.5997949158772826,,-7.17,-1.44,-2.75,84.85,121.47,899.03,140.02,1014.03,270.02,959.03,168.02,1036.03,168.02,994.03,196.02,999.03,265.02
8.234,0,1.19,0.92,1.48,1.30,0.23,27.86,0.05,1.66,1.13,70.08,57.77,-26.84,96.02,2.141634644516744,4.009379836102016,2.70328543477226,4.884272019499913,7.453247468746267,19.07040411559865,5.903113126149401,0.24795924190431862,3.647603814024478,14.293285556680512,0.7051191302016377,1.2403329613152891,7.673751203343272,4.126593483826145,9.88116291841492,0.13838083128910528,1.6762793771922588,2.765059637837112,7.165716837537475,0,3.009278079494834,,-3.13,-5.85,-3.31,85.26,119.38,900.53,139.57,1015.53,269.57,960.53,167.57,1037.53,167.57,995.53,195.57,1000.53,264.57
8.349,0,1.22,1.03,1.33,0.35,1.11,38.36,1.22,1.03,2.01,62.79,64.92,-35.23,93.47,4.049897072399036,2.043832113035023,2.409787949230522,1.4515043636970222,7.42573333112523,17.223945875652134,2.503791915718466,0.45745914513245234,0.923904470866546,16.79706168536817,5.459898489061743,2.821699025342241,1.1697557209990919,2.6972710103727877,10.707046975381672,0.961414732504636,4.188074205070734,3.9573781290091574,8.082313493825495,2.346372705651447,1.834063331829384,,-5.00,-2.48,-3.94,84.39,122.79,901.84,139.93,1016.84,269.93,961.84,167.93,1038.84,167.93,996.84,195.93,1001.84,264.93
8.676,0,1.01,0.05,2.19,0.00,1.34,71.67,1.79,1.74,0.07,32.45,83.49,-64.33,94.08,2.6609299442265186,3.0994480330497027,5.282483010315336,2.452561162170023,5.743919032169506,47.44250326231122,3.8195993703091515,3.164341578036547,4.611575671937317,28.481057580976696,5.473909470252693,6.332129817688838,1.1077115843072534,1.3675039390008896,14.27592501381412,0,3.931625012308359,5.91234942432493,7.777083083400503,1.6873945707920939,0,,-7.38,-4.52,-1.34,84.48,118.35,901.53,141.52,1016.53,271.52,961.53,169.52,1038.53,169.52,996.53,197.52,1001.53,266.52
8.818,0,1.40,1.99,0.15,1.71,0.40,86.10,1.70,1.25,1.54,18.04,89.61,-75.19,96.12,2.1048925655707715,0.47646683678030977,4.916797941718251,3.3872143389470875,7.489725295118988,22.71643408294767,1.6203676311066375,0,0,36.34440983774754,2.8049492239952087,4.414323540404439,3.6155396662652493,4.902959687579424,17.09871029995382,0,0.6683479407802224,4.110674787312746,5.644671684764326,5.101754329400137,2.524677455658093,,-5.52,-1.89,-5.81,84.81,120.24,899.44,138.86,1014.44,268.86,959.44,166.86,1036.44,166.86,994.44,194.86,999.44,263.86
